product_handle,status,content,rating,photo_url,name,country,email,created_at
chocolate-oversized-shirts-for-men-and-women,,Yellow men's shirt is a pop of color I needed in my wardrobe. Love it!,4,,Amita Singh,India,amitasingh*567@gmail.com,2024-01-23
chocolate-oversized-shirts-for-men-and-women,,Cream colour shirt is so versatile. Can be dressed up or down easily.,5,,Rajiv Malik,India,rajivmalik*890@gmail.com,2024-03-25
chocolate-oversized-shirts-for-men-and-women,,Drop shoulder shirt is the trendiest piece I own. Love the oversized look!,5,,Jasmine Verma,India,jasmineverma*123@gmail.com,2024-01-08
chocolate-oversized-shirts-for-men-and-women,,Green colour oversized shirt is a unique addition to my wardrobe. Love it!,4,,Amit Verma,India,amitverma*456@gmail.com,2024-02-13
forest-green-oversized-shirts-for-men-and-women,,Absolutely love the forest green oversized t-shirt! The color is so vibrant and the fit is perfect. Will definitely be buying more from this brand.,5,,Rohan Kumar,India,rohan*****@gmail.com,2023-12-15
forest-green-oversized-shirts-for-men-and-women,,The oversized forest green t-shirt is super comfortable and stylish. I've received many compliments on it. Would recommend to others!,4,,Priya Patel,India,priya*****@gmail.com,2024-01-25
forest-green-oversized-shirts-for-men-and-women,,Loved the forest green oversized tee! The material is great quality and the color is exactly as shown. Great purchase overall.,5,,Amit Singh,India,amit*****@gmail.com,2023-12-28
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized t-shirt is a wardrobe essential! It's so versatile and can be paired with so many outfits. Definitely a must-have.,5,,Neha Sharma,India,neha*****@gmail.com,2024-02-10
forest-green-oversized-shirts-for-men-and-women,,I'm in love with the forest green oversized tee! It's so comfortable and the color is amazing. Perfect for a casual day out.,4,,Vikram Gupta,India,vikram*****@gmail.com,2024-03-05
forest-green-oversized-shirts-for-men-and-women,,"The forest green oversized t-shirt exceeded my expectations! The fit is great, and the color is exactly what I was looking for. Highly recommend.",5,,Shivani Kapoor,India,shivani*****@gmail.com,2023-12-22
forest-green-oversized-shirts-for-men-and-women,,Just received my forest green oversized tee and it's fantastic! The quality is top-notch and the size is perfect for that oversized look.,4,,Rajesh Kumar,India,rajesh*****@gmail.com,2024-04-02
forest-green-oversized-shirts-for-men-and-women,,"The forest green oversized t-shirt is a great addition to my collection! The color is rich, and the fit is exactly what I wanted. Love it!",5,,Pooja Mehta,India,pooja*****@gmail.com,2024-01-14
forest-green-oversized-shirts-for-men-and-women,,I couldn't be happier with the forest green oversized tee! It's so comfortable and the color is just stunning. Definitely a favorite in my closet.,5,,Aakash Malhotra,India,aakash*****@gmail.com,2023-12-18
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized t-shirt is a must-have for anyone who loves comfort and style! I've worn it multiple times already and received compliments every time.,4,,Nandini Choudhary,India,nandini*****@gmail.com,2024-03-15
forest-green-oversized-shirts-for-men-and-women,,"Such a cool forest green oversized tee! The fit is perfect for that relaxed look, and the color is just what I was hoping for. Love it!",5,,Ananya Reddy,India,ananya*****@gmail.com,2024-02-20
forest-green-oversized-shirts-for-men-and-women,,I'm really impressed with the forest green oversized t-shirt! The quality is great and the fit is just how I like it. Would definitely recommend.,4,,Karan Oberoi,India,karan*****@gmail.com,2023-12-30
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized t-shirt is a game-changer! It's so versatile and can be styled in many ways. I'm glad I made this purchase.,5,,Swati Desai,India,swati*****@gmail.com,2024-01-06
forest-green-oversized-shirts-for-men-and-women,,"The forest green oversized tee is my new favorite! The color is beautiful, and the fit is just what I was looking for. Definitely worth it.",5,,Ritika Khanna,India,ritika*****@gmail.com,2024-04-10
forest-green-oversized-shirts-for-men-and-women,,"Just got my hands on the forest green oversized t-shirt and it's amazing! The quality is superb, and the fit is exactly how I wanted it to be.",4,,Dhruv Sharma,India,dhruv*****@gmail.com,2024-02-28
forest-green-oversized-shirts-for-men-and-women,,"If you're looking for a stylish and comfortable tee, the forest green oversized t-shirt is the way to go! It's a great addition to any wardrobe.",4,,Ishaan Gupta,India,ishaan*****@gmail.com,2023-12-17
forest-green-oversized-shirts-for-men-and-women,,I'm so happy with my purchase of the forest green oversized tee! The color is stunning and the quality is top-notch. Would buy again.,5,,Aditi Chauhan,India,aditi*****@gmail.com,2024-03-25
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized t-shirt is a wardrobe essential! It's so comfortable and the fit is just right. Perfect for casual outings.,5,,Arun Kapoor,India,arun*****@gmail.com,2024-02-15
forest-green-oversized-shirts-for-men-and-women,,Absolutely in love with the forest green oversized t-shirt! It's so soft and the color is exactly what I was looking for. Highly recommend.,5,,Meera Patel,India,meera*****@gmail.com,2024-01-02
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized tee is a game-changer! It's so versatile and comfortable. The color is just perfect. Couldn't be happier with my purchase.,5,,Rahul Malhotra,India,rahul*****@gmail.com,2024-03-10
forest-green-oversized-shirts-for-men-and-women,,Just received my forest green oversized t-shirt and I'm obsessed! The fit is fantastic and the color is even better in person. Love it!,4,,Sneha Reddy,India,sneha*****@gmail.com,2024-04-18
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized t-shirt is a must-have in your wardrobe! The color is rich and the fit is just perfect. So happy with this purchase.,5,,Amita Choudhary,India,amita*****@gmail.com,2024-02-05
forest-green-oversized-shirts-for-men-and-women,,I've been wearing the forest green oversized tee non-stop! It's so comfortable and the color is exactly as shown. Definitely recommend.,4,,Ajay Kapoor,India,ajay*****@gmail.com,2024-01-18
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized t-shirt is a game-changer for my wardrobe! The color is gorgeous and the fit is just what I wanted. Love it!,5,,Sanjana Sharma,India,sanjana*****@gmail.com,2024-03-20
forest-green-oversized-shirts-for-men-and-women,,The forest green oversized tee is a fashion staple! I can mix and match it with so many outfits. The quality is great too. Highly recommended.,4,,Rahul Verma,India,rahul*****@gmail.com,2024-03-01
forest-green-oversized-shirts-for-men-and-women,,Couldn't be happier with my forest green oversized t-shirt! The material is so soft and the fit is just right. Will be buying more colors!,5,,Sakshi Reddy,India,sakshi*****@gmail.com,2024-01-29
