product_handle,status,content,rating,photo_url,name,country,email,created_at
symbiosis-oversized-t-shirt-for-men-and-women,,"Unique and stylish t-shirt, love the oversized fit. Will definitely purchase more from this brand.",4,,Dia Bhatnagar,India,dia****@hotmail.com,2024-02-10
symbiosis-oversized-t-shirt-for-men-and-women,,The print on this t-shirt is striking and impressive. Great quality overall.,5,,Arnav Rajput,India,arnav****@gmail.com,2024-01-25
symbiosis-oversized-t-shirt-for-men-and-women,,"Extremely comfortable t-shirt, the fabric is soft and the oversized design adds a cool factor.",4,,Ishita Rana,India,ishita****@yahoo.com,2024-03-15
symbiosis-oversized-t-shirt-for-men-and-women,,"Love the design of this t-shirt, the print is stunning and the fit is just right.",5,,Yuvraj Sengupta,India,yuvraj****@gmail.com,2024-01-10
symbiosis-oversized-t-shirt-for-men-and-women,,"The fabric of this t-shirt is top-notch, feels premium against the skin. Highly recommend!",5,,Anika Gupta,India,anika****@outlook.com,2023-12-28
symbiosis-oversized-t-shirt-for-men-and-women,,"Stylish and comfortable t-shirt, the oversized fit is great for a relaxed look. Love it!",4,,Aryan Khatri,India,aryan****@gmail.com,2024-02-24
symbiosis-oversized-t-shirt-for-men-and-women,,"The print on this t-shirt is fantastic, really stands out. Very pleased with my purchase.",5,,Myra Menon,India,myra****@hotmail.com,2024-01-30
symbiosis-oversized-t-shirt-for-men-and-women,,"Comfortable and trendy t-shirt, the print is well-done and the fabric is of great quality.",4,,Virat Kapoor,India,virat****@gmail.com,2024-02-16
symbiosis-oversized-t-shirt-for-men-and-women,,"Really happy with this purchase, the t-shirt fits perfectly and the quality is excellent.",5,,Priya Sharma,India,priya****@yahoo.com,2024-03-07
symbiosis-oversized-t-shirt-for-men-and-women,,"Love the oversized design of this t-shirt, feels so comfy and looks stylish.",4,,Rohan Malhotra,India,rohan****@gmail.com,2023-12-20
symbiosis-oversized-t-shirt-for-men-and-women,,"The fabric of this t-shirt is premium quality, the print looks amazing. Very satisfied!",5,,Ira Nair,India,ira****@outlook.com,2024-01-17
symbiosis-oversized-t-shirt-for-men-and-women,,"Comfortable and trendy t-shirt, the oversized fit is just what I wanted. Perfect for a casual day.",4,,Vivaan Singh,India,vivaan****@gmail.com,2024-02-01
take-it-easy-oversized-t-shirt-for-men-and-women,,"Love the oversized fit of this t-shirt, it's so comfortable and stylish!",5,,Aarav Patel,India,aarav*****@gmail.com,2023-12-15
take-it-easy-oversized-t-shirt-for-men-and-women,,"The size guide was accurate, my t-shirt fits perfectly!",4,,Ananya Singh,India,ananya*****@yahoo.com,2024-01-07
take-it-easy-oversized-t-shirt-for-men-and-women,,"The fabric is soft and comfortable, great for lounging around in.",4,,Ayush Sharma,India,ayush*****@outlook.com,2024-02-22
take-it-easy-oversized-t-shirt-for-men-and-women,,"I love the relaxed fit of this t-shirt, it's perfect for casual wear.",5,,Ishika Kapoor,India,ishika*****@gmail.com,2023-12-27
take-it-easy-oversized-t-shirt-for-men-and-women,,"The color is exactly as shown in the picture, very happy with my purchase.",5,,Kabir Verma,India,kabir*****@hotmail.com,2024-03-06
take-it-easy-oversized-t-shirt-for-men-and-women,,"The t-shirt is oversized just as described, I like the relaxed feel of it.",4,,Meera Reddy,India,meera*****@gmail.com,2024-02-14
take-it-easy-oversized-t-shirt-for-men-and-women,,"Great quality t-shirt, the size was spot on and the material is nice.",4,,Nikhil Gupta,India,nikhil*****@yahoo.com,2024-01-30
take-it-easy-oversized-t-shirt-for-men-and-women,,"Super comfortable t-shirt, I wear it all the time!",5,,Prisha Khanna,India,prisha*****@outlook.com,2023-12-19
take-it-easy-oversized-t-shirt-for-men-and-women,,"The sizing was perfect, the t-shirt fits just right.",4,,Rajiv Malhotra,India,rajiv*****@gmail.com,2024-03-20
take-it-easy-oversized-t-shirt-for-men-and-women,,"I bought this t-shirt for my partner and they love it, great buy!",5,,Riya Patel,India,riya*****@hotmail.com,2024-02-07
take-it-easy-oversized-t-shirt-for-men-and-women,,"Comfortable and stylish, this t-shirt is a must-have in your wardrobe.",5,,Samarth Mehra,India,samarth*****@yahoo.com,2024-02-28
take-it-easy-oversized-t-shirt-for-men-and-women,,"I'm impressed with the quality of the t-shirt, would definitely recommend it.",4,,Shreya Singhania,India,shreya*****@outlook.com,2024-01-15
take-it-easy-oversized-t-shirt-for-men-and-women,,"The oversized fit adds a trendy touch to my outfit, love it!",5,,Vivaan Kapoor,India,vivaan*****@gmail.com,2023-12-31
take-it-easy-oversized-t-shirt-for-men-and-women,,"This t-shirt is so comfortable, I could live in it all day!",5,,Zara Khatri,India,zara*****@hotmail.com,2024-03-12
